,objectid,pulau,pejabat,id_prov,nama_prov,id_kab,nama_kab,jenis_izin,badan_usaha,nama_usaha,kode_wiup,sk_iup,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,komoditas,kode_golongan,kode_jnskom,cnc,generasi,kode_wil,lokasi,geometry
813,167548,KALIMANTAN,BUPATI,63,KALIMANTAN SELATAN,1,TANAH LAUT,IUP,PT,PRAFA COAL MINING,3363013032014117,545/22-IUP.OP/DPE/2014,1381683600000,1886605200000,OPERASI PRODUKSI,678.44,BATUBARA,3,3,CNC,,KW 116 TW I,DS. DAMIT HULU KEC. BATU AMPAR,"[[[12800881.80740563, -424449.47471599106], [12801518.492999326, -424449.47471599106], [12801518.492999326, -425689.4157097122], [12798327.643471695, -425689.4157097122], [12798327.643471695, -423324.5234136556], [12800881.80740563, -423324.5234136556], [12800881.80740563, -424449.47471599106]]]"
814,169366,KALIMANTAN,BUPATI,65,KALIMANTAN UTARA,1,BULUNGAN,IUP,PT,BERAU PRIMA NUSANTARA,3364043032014069,757/51/IUP-OPERASI-PRODUKSI/DPMPTSP.III/VIII/2020,1596992400000,2164986000000,OPERASI PRODUKSI,655,BATUBARA,3,3,CNC-1,,,KEC. TANJUNG PALAS TIMUR,"[[[13097088.129733538, 300673.9282217917], [13097088.129733538, 297426.6357929629], [13096308.58416377, 297426.6357929629], [13096308.58416377, 298254.7035353816], [13094627.041361691, 298254.7035353816], [13094627.041361691, 299557.95291357685], [13094892.04364342, 299557.95291357685], [13094892.04364342, 300909.19740576437], [13095953.289418548, 300909.19740576437], [13095953.289418548, 300767.41673428775], [13096278.280438025, 300767.41673428775], [13096278.280438025, 300673.9282217917], [13097088.129733538, 300673.9282217917]]]"
815,169428,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,PT,KINTAN PUTRI MANDIRI,3364023032014001,503/4061/IUP-OP/DPMPTSP/VII/2020,1594141200000,2225206800000,OPERASI PRODUKSI,1574,BATUBARA,3,3,CNC-25; I.T,,,"MARANGKAYU, KUKAR","[[[13070761.354693554, -11132.622648937071], [13070761.354693554, -16689.2597432952], [13067981.150410987, -16689.2597432952], [13067981.150410987, -12985.76153096071], [13067803.70714267, -12985.76153096071], [13067803.70714267, -11132.622648937071], [13070761.354693554, -11132.622648937071]]]"
816,170346,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,CV,BARA JAYA MAKMUR,3364023032014207,503/4394/IUP-OP/DPMPTSP/VIII/2020,1596474000000,1912006800000,OPERASI PRODUKSI,70,BATUBARA,3,3,CNC-1,,KW KTN 2011 016 OP,KEL SEGIHAN KEC. SEBULU KAB. KUTAI KARTANEGARA,"[[[13030870.34912626, -30026.98508452435], [13029985.359174447, -30026.98508452435], [13029985.359174447, -29234.15911525973], [13030870.34912626, -29234.15911525973], [13030870.34912626, -30026.98508452435]]]"
817,170766,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,0,KUTAI KARTANEGARA,IUP,CV,DHARMA PUTRA NUSANTARA,3364003032015001,503/1653/IUP-OP/DPMPTSP/X/2017,1506963600000,1822496400000,OPERASI PRODUKSI,100,BATUBARA,3,3,CNC-16,,,SAMBOJA,"[[[13024746.849507308, -111913.98945606792], [13026224.924881814, -111913.98945606792], [13026224.61574759, -112592.21575109888], [13024746.849507308, -112592.21575109888], [13024746.849507308, -111913.98945606792]]]"
818,170773,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,9,PENAJAM PASER UTARA,IUP,PT,SARANA DAYA HUTAMA,3364093032014116,503/215/IUP-OP/DPMPTSP/I/2018,1516122000000,1831568400000,OPERASI PRODUKSI,3700,BATUBARA,3,3,CNC-1,,,"LABANGKA, API-API, SESULU
","[[[12971621.272837665, -160940.19790818667], [12971621.218068484, -161227.93921570358], [12970253.212846126, -161227.93921570358], [12970253.212846126, -159057.08164284888], [12969891.64714003, -159057.08164284888], [12969891.64714003, -159414.97399394336], [12969135.030824997, -159414.97399394336], [12969135.008561108, -159939.56446741847], [12968436.189325692, -159940.23259437125], [12968436.1447979, -160487.0950964677], [12968108.42021701, -160487.0950964677], [12968108.42021701, -161319.13902519352], [12967830.121490022, -161319.13902519352], [12967830.121490022, -162259.42323606735], [12967363.247545635, -162259.75730261076], [12967363.247545635, -162658.52172037662], [12967158.798168851, -162657.29680776503], [12967158.798168851, -162993.1458007163], [12966964.612449111, -162993.1458007163], [12966964.612449111, -158722.6854773123], [12969784.669109369, -158722.6854773123], [12969784.669109369, -156806.5136353428], [12970306.646201698, -156806.5136353428], [12970306.646201698, -156384.9310103614], [12970716.41324731, -156384.9310103614], [12970716.41324731, -156103.76495382152], [12971338.800520334, -156103.76495382152], [12971338.800520334, -155714.03032739944], [12972993.453431483, -155714.03032739944], [12972993.453431483, -155312.27021239168], [12974097.742780162, -155312.27021239168], [12974097.742780162, -155452.9084529898], [12974547.584842449, -155452.9084529898], [12974547.584842449, -155212.05298487755], [12975109.748270966, -155212.05298487755], [12975109.748270966, -154970.7523286525], [12975451.165149227, -154970.7523286525], [12975451.165149227, -154729.78595093245], [12975892.769569203, -154729.78595093245], [12975892.769569203, -154408.42355598992], [12976322.574123159, -154408.42355598992], [12976322.574123159, -154006.88814125815], [12976985.259051848, -154006.88814125815], [12976985.259051848, -154709.6311946017], [12977286.378274443, -154709.6311946017], [12977286.378274443, -154970.7523286525], [12978418.720134793, -154970.7523286525], [12978418.720134793, -155292.44946879797], [12978900.844849417, -155292.44946879797], [12978900.844849417, -155862.79753326555], [12977996.93058418, -155862.79753326555], [12977996.93058418, -157718.7201195352], [12976142.013909092, -157718.7201195352], [12976142.013909092, -159003.85438513712], [12975150.04592663, -159003.85438513712], [12975150.04592663, -158029.84206191613], [12973455.429318286, -158029.84206191613], [12973455.429318286, -160418.05517172752], [12972732.520545065, -160418.05517172752], [12972732.520545065, -160679.18208279213], [12972362.93983564, -160679.18208279213], [12972362.93983564, -160940.19790818667], [12971621.272837665, -160940.19790818667]]]"
819,170793,KALIMANTAN,GUBERNUR,63,KALIMANTAN SELATAN,10,TANAH BUMBU,IUP,CV,PURNAWIRA BRATA SAKTI,3363103032014038,503/11.5-42/DPMPTSP/XII/2020,1607360400000,1765126800000,OPERASI PRODUKSI,146.8,BATUBARA,3,3,I.T,,TB. 07 APRPR 14,"KEC. SATUI, KAB. TANAH BUMBU","[[[12851525.96653801, -398925.8876881591], [12850786.916438628, -398925.8876881591], [12850786.916438628, -399025.04439748713], [12850384.941757377, -399025.04439748713], [12850384.941757377, -399130.3357668142], [12849859.291121848, -399130.3357668142], [12849859.291121848, -398265.9236058636], [12851791.908801517, -398265.9236058636], [12851791.908801517, -399130.3357668142], [12851525.96653801, -399130.3357668142], [12851525.96653801, -398925.8876881591]]]"
820,171210,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,PT,CAHAYA WISESA NUSANTARA,3.36402E+15,503/7350/IUP-OP/DPMPTSP/XII/2020,1607274000000,2238426000000,OPERASI PRODUKSI,562.52,BATUBARA,3,3,CNC-1,,KW KTN 2,"KEC. LOA JANAN DAN LOA KULU, K","[[[13018195.957182493, -84074.9216271983], [13017469.374866085, -84074.9216271983], [13017469.374866085, -84456.55814617839], [13015476.42202242, -84456.55814617839], [13015476.42202242, -84750.69011530002], [13014145.48619049, -84750.69011530002], [13014145.48619049, -84849.88454822244], [13013406.213452138, -84849.88454822244], [13013406.213452138, -84960.87991443663], [13013248.473733678, -84960.87991443663], [13013248.473733678, -83492.0024838491], [13018817.843517818, -83492.0024838491], [13018821.238762284, -84074.9216271983], [13018195.957182493, -84074.9216271983]]]"
821,172469,SUMATERA,BUPATI,15,JAMBI,5,MUARO JAMBI,IUP,PT,MUTIARA FORTUNA RAYA,3115053032014021,180/KEP.BUP/ESDM/2014,1396803600000,2029078800000,OPERASI PRODUKSI,3075,BATUBARA,3,3,CNC-16,,,"SUNGAI GELAM, MUARO JAMBI","[[[11557773.652238779, -189202.848471782], [11566400.603529716, -189202.848471782], [11566400.603529716, -194189.73956638615], [11564414.787601234, -194189.73956638615], [11564414.787601234, -193601.94850341094], [11561933.599827409, -193601.94850341094], [11561933.599827409, -193116.24874049646], [11560358.11978714, -193116.24874049646], [11560358.11978714, -192824.8293757575], [11562264.775312517, -192824.8293757575], [11562264.775312517, -191741.75533325956], [11561997.608534617, -191741.75533325956], [11561997.608534617, -191171.60466047414], [11561817.023496302, -191171.60466047414], [11561817.023496302, -190543.29596495244], [11560077.038072888, -190543.29596495244], [11560077.038072888, -191036.10511053703], [11560264.735090826, -191036.10511053703], [11560264.735090826, -191756.29532894382], [11560529.118881464, -191756.29532894382], [11560529.118881464, -192370.06757161862], [11560799.068646632, -192370.06757161862], [11560799.068646632, -192766.6693281125], [11559829.042960325, -192766.6693281125], [11559829.042960325, -192268.28766207557], [11558874.787572319, -192268.28766207557], [11558874.787572319, -191759.69823334742], [11558240.884854566, -191759.69823334742], [11558240.884854566, -191528.60601127814], [11557559.052973457, -191528.60601127814], [11557559.052973457, -190478.33066288655], [11558264.694869135, -190478.33066288655], [11558264.694869135, -190254.35508586312], [11557559.052973457, -190254.35508586312], [11557559.052973457, -189770.82843617524], [11557773.652238779, -189770.82843617524], [11557773.652238779, -189202.848471782]]]"
822,172475,KALIMANTAN,BUPATI,64,KALIMANTAN TIMUR,2,KUTAI KARTANEGARA,IUP,PT,AYUS PUTRA PERKASA,3364023032014331,503/7194/IUP-OP/DPMPTSP/XII/2020,1583946000000,2215098000000,OPERASI PRODUKSI,1412.59,BATUBARA,3,3,CNC-8,,KTN 2010 681 ER,"SUNGAI PAYANG DAN JONGGON DESA, KECA LOA KULU","[[[13000781.91527923, -68812.25361035026], [13001188.89933757, -68812.25361035026], [13001188.89933757, -70936.69094284729], [13001636.960288018, -70936.69094284729], [13001636.960288018, -76039.24729135125], [12997954.400213081, -76039.24729135125], [12997954.400213081, -74214.70558866682], [12996065.08581534, -74214.70558866682], [12996065.08581534, -73398.01112657647], [13000770.783330156, -73398.01112657647], [13000781.91527923, -68812.25361035026]]]"
823,172954,KALIMANTAN,GUBERNUR,62,KALIMANTAN TENGAH,5,BARITO UTARA,IUP,PT,BARITO BANGUN NUSANTARA,3362053032014051,570/119/DESDM-IUPOP/XI/DPMPTSP-2020,1384189200000,1825866000000,OPERASI PRODUKSI,2545,BATUBARA,3,3,CNC-3,,,"DESA SANGKURANG, SIWAU, DAN TONGKA, KEC. GUNUNG TIMANG, KAB. BARITO UTARA","[[[12831968.6904785, -126254.45438658187], [12831968.6904785, -134506.84556362164], [12829664.043060603, -134506.84556362164], [12829664.043060603, -129776.19916183695], [12827819.256459178, -129776.19916183695], [12827819.256459178, -126254.45438658187], [12831968.6904785, -126254.45438658187]]]"
824,172964,KALIMANTAN,MENTERI,62,KALIMANTAN TENGAH,3,KAPUAS,PKP2B,PT,ASMIN BARA BRONANG,1362033032021001,,,,WIL. PENUNJANG,3.06,BATUBARA,3,3,-,,,KAPUAS,"[[[12729753.971411353, -108541.74218069634], [12729753.971411353, -108537.22685369744], [12729756.414206268, -108537.22685369744], [12729756.414206268, -108530.17563563304], [12729759.38276312, -108530.17563563304], [12729759.38276312, -108522.72238482413], [12729764.113841487, -108522.72238482413], [12729764.113841487, -108517.46478359062], [12729769.803491974, -108517.46478359062], [12729769.803491974, -108512.76397177759], [12729791.572574997, -108512.76397177759], [12729791.572574997, -108514.34126325547], [12729809.229070747, -108514.34126325547], [12729809.229070747, -108516.01129729615], [12729841.975591406, -108516.01129729615], [12729841.975591406, -108511.55787320624], [12729858.549839072, -108511.55787320624], [12729858.549839072, -108505.09417357955], [12729872.310152642, -108505.09417357955], [12729872.310152642, -108495.6925503229], [12729891.574658439, -108495.6925503229], [12729891.574658439, -108473.45638290491], [12729913.560257873, -108473.45638290491], [12729913.560257873, -108445.86987404522], [12730175.87228147, -108445.86987404522], [12730175.87228147, -108541.74218069634], [12729753.971411353, -108541.74218069634]]]"
825,174284,KALIMANTAN,MENTERI,64,KALIMANTAN TIMUR,2,KAB. KUTAI KARTANEGARA,IUPK,PT,TANITO HARUM,1300003032014026,54/1/IUP/PMDN/2023,1703808000000,1863043200000,OPERASI PRODUKSI,14636,BATUBARA,3,3,CNC,,,KUTAI KARTANEGARA,"[[[13016057.742644731, -36248.04938625528], [13016057.740863625, -36488.28665267649], [13018533.02970631, -36488.28231114635], [13018533.024029015, -41120.46399140329], [13018426.15909896, -41120.4633234722], [13018426.157540493, -41390.201658231184], [13018093.437608777, -41390.209562086915], [13018093.433712587, -42006.83509176179], [13017899.401947703, -42006.833755895015], [13017899.402392978, -43136.631864042276], [13017732.196732951, -43136.630639500254], [13017732.201631006, -43726.749609605096], [13017470.375962272, -43726.74771713071], [13017470.3767415, -44695.584521359175], [13016312.881240332, -44695.57795334694], [13016312.881129015, -50073.01328485804], [13004421.861473849, -50072.696014534995], [13004421.90655825, -48191.10724069399], [13004715.710977107, -48191.11425402528], [13004715.712646898, -48116.96668081498], [13005277.600670982, -48116.96957520427], [13005277.591988064, -48058.2216046134], [13005925.59665891, -48058.22594619517], [13005925.654099768, -47993.40477291232], [13006548.372102994, -47993.43839234763], [13006548.373438826, -47932.83713110754], [13007361.338344254, -47932.846927503015], [13007361.31006911, -47842.752856361985], [13008269.70872871, -47842.78168891935], [13008269.710287193, -47759.07309230244], [13009141.789738415, -47759.069084686125], [13009141.740757838, -47591.37772857181], [13009283.090796346, -47591.380288989516], [13009283.053615626, -47198.3344908201], [13009337.080526734, -47198.37467825496], [13009337.040229077, -47044.15935645165], [13009380.78578334, -47044.15011668514], [13009380.7878984, -46921.8145809896], [13009440.329131806, -46921.83884929816], [13009440.3428241, -46762.06101491623], [13009458.93674129, -46762.061348881274], [13009458.937631847, -46709.6292403863], [13009486.095134826, -46709.6296856715], [13009486.096470658, -46634.04695993361], [13009597.86680539, -46634.03883339], [13009597.863020517, -46323.23045900569], [13009746.805048296, -46323.23290809821], [13009746.8039351, -45909.22144922813], [13009797.907485062, -45909.23035501863], [13009797.902809642, -45767.05889206621], [13009855.458214644, -45767.059893964106], [13009855.452759998, -45607.20567964581], [13009891.201901268, -45607.21324956605], [13009891.203459736, -45507.66514799182], [13009952.523355963, -45507.67917460239], [13009952.522131449, -45337.2538407546], [13009976.022009911, -45337.25417471708], [13009976.013104357, -45271.89930202914], [13010068.628249025, -45271.90074921595], [13010068.632256538, -45016.30457349503], [13010168.15232658, -45016.30613200278], [13010168.14854172, -44738.999633169944], [13010242.846146423, -44739.00074639383], [13010242.849374691, -44528.154019250454], [13010368.635389913, -44528.155911727335], [13010368.637950256, -44363.28629581211], [13010615.54803174, -44363.289969443824], [13010615.544803483, -44037.891499463156], [13010776.291595338, -44037.893948548895], [13010776.29471229, -43826.05015877861], [13010937.147368975, -43826.0526078643], [13010937.150485927, -43613.97720516309], [13011066.276865102, -43613.97909763611], [13011066.279202813, -43443.88329599391], [13011141.529842757, -43443.88440920922], [13011141.531289907, -43344.6888774021], [13011189.171356553, -43344.68954533444], [13011189.172247112, -43281.90601995512], [13011241.497194517, -43281.90679920744], [13011241.498196395, -43212.88991136845], [13011275.44440719, -43212.89046797805], [13011275.445075111, -43168.251998526786], [13011296.934078297, -43168.25222117377], [13011296.934523568, -43139.85530494265], [13011309.399746196, -43139.85552758436], [13011309.399968833, -43123.3823153232], [13011323.761964254, -43123.38253796505], [13011323.762298208, -43104.46102051653], [13011339.898058405, -43104.461243157726], [13011339.89839236, -43083.194950163306], [13011363.614341957, -43083.19528412541], [13011363.614675913, -43055.029920270135], [13011379.866542337, -43055.0302542379], [13011379.866764976, -43037.43914767751], [13011463.13485729, -43037.44026089889], [13011463.128400749, -42920.77456320954], [13011779.275309328, -42920.77879344581], [13011779.280763976, -42504.21035984365], [13011971.530526465, -42504.21292025305], [13011971.525851043, -42250.84216298631], [13012070.822502866, -42250.84338752793], [13012070.824172664, -42119.92846895605], [13012204.850390542, -42119.93013878671], [13012204.888684446, -41943.25681607667], [13012255.880024359, -41943.25748400768], [13012255.834828654, -41876.026407299934], [13012308.82813829, -41876.016944938325], [13012308.81400071, -41805.99202761239], [13012419.140187686, -41805.993474795636], [13012419.141968792, -41660.93194484724], [13012465.001257546, -41660.93250145755], [13012465.006934842, -41600.38398406692], [13012521.895870052, -41600.39266717514], [13012521.896760613, -41525.459923211805], [13012592.676364517, -41525.46070246409], [13012592.677477714, -41432.167430430774], [13012631.203706326, -41432.167875719024], [13012631.207713835, -41346.27094620994], [13012695.776803358, -41346.35243378882], [13012695.768343063, -41296.25616447694], [13012906.27461335, -41296.25872487755], [13012906.277730301, -41018.842217730366], [13012987.087665608, -41018.85323859163], [13012987.088890122, -40912.41636300656], [13013139.042444091, -40912.418144154806], [13013139.043779923, -40712.045526584974], [13013292.22485391, -40712.03717745363], [13013292.231087798, -40510.21018157824], [13013521.977262283, -40510.20261170396], [13013521.980490537, -40207.40987268824], [13014207.712338688, -40207.42100485414], [13014207.676271176, -39302.21165294219], [13013993.636942895, -39302.20942650834], [13013993.63193352, -36704.677159707644], [13014717.552489575, -36704.68372766592], [13014717.55527257, -36384.76017467073], [13015430.551267767, -36384.75605578089], [13015430.552269632, -36248.04448811314], [13016057.742644731, -36248.04938625528]], [[13003431.748630714, -36069.48159322737], [13003431.721580071, -37505.98945406603], [13003159.609545106, -37505.98411063801], [13003159.597745238, -38110.276553430245], [13002521.334754359, -38110.26352881542], [13002521.32050546, -40832.87628576502], [13001467.19094011, -40832.85246290495], [13001467.178027047, -41393.56658333977], [12999915.511674888, -41393.5289565589], [12999915.504773077, -41669.05955428256], [12998374.93207609, -41669.019478409304], [12998374.926064838, -41897.06657872317], [12997068.997154642, -41897.03051043191], [12997068.987247212, -42251.55896491547], [12995499.252517177, -42251.62464485814], [12995499.246394606, -43543.62131082479], [12993798.507325588, -43543.627210896906], [12993798.51021989, -44218.906889840095], [12993149.071642686, -44218.90510868522], [12993149.06752387, -44577.580856356006], [12991077.376289291, -44577.63707407218], [12991077.343227398, -45480.579981612645], [12989252.943788832, -45480.58031557549], [12989252.817107264, -48619.2634604175], [12986655.485923827, -48619.26134528966], [12986655.680955576, -44050.66471370272], [12989755.908180056, -44050.78694541737], [12989755.953041805, -42831.16524650752], [12994651.763096191, -42831.33222950789], [12994651.804729683, -41469.92635193563], [12996952.526131775, -41469.9223443469], [12996952.527690254, -40832.937067454746], [12998374.969034161, -40832.93517498574], [12998374.971037915, -39335.91538238971], [13000344.050637547, -39335.96336200073], [13000344.133793212, -35552.051316082034], [12998947.1670242, -35552.0209253948], [12998947.174593937, -35208.735054671866], [12998374.929738378, -35208.722252731495], [12998374.939979779, -34746.28890235601], [13000794.246918464, -34746.340444044785], [13000794.236120474, -35284.64308205674], [13003017.12015161, -35284.68671996508], [13003017.10545744, -36069.473800738284], [13003431.748630714, -36069.48159322737]], [[13029451.697543086, -30008.393855750754], [13029451.696207255, -33962.51351068613], [13026941.483212037, -33962.50538425182], [13026941.47530835, -30008.400980276547], [13029451.697543086, -30008.393855750754]]]"
