,objectid,pulau,pejabat,id_prov,nama_prov,id_kab,nama_kab,jenis_izin,badan_usaha,nama_usaha,kode_wiup,sk_iup,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,komoditas,kode_golongan,kode_jnskom,cnc,generasi,kode_wil,lokasi,geometry,komoditas_mapped,provinsi_norm,kabupaten_norm,kegiatan_norm,lokasi_norm
6101,189493,JAWA DAN BALI,GUBERNUR,33,JAWA TENGAH,05,KAB. KEBUMEN,IUP,CV,LISTA KARYA,2233055122019003,91204047638160008,1672617600000.0,1830384000000.0,OPERASI PRODUKSI,10.19,ANDESIT,5,12,CNC,None,None,"DESA PASIR, KECAMATAN AYAH","[[[12183691.299238527, -865942.8050047046], [12183795.815883918, -865942.8050047046], [12183795.815883918, -865925.0167655478], [12183852.712500181, -865925.0167655478], [12183852.712500181, -865903.7956599026], [12183966.196598472, -865903.7956599026], [12183966.196598472, -866291.3941873298], [12183854.877107676, -866291.3941873298], [12183854.877107676, -866311.3671694102], [12183691.299238527, -866311.3671694102], [12183691.299238527, -865942.8050047046]]]",Non-Metallic Mineral,Jawa Tengah,Kabupaten Kebumen,Operasi Produksi,"Desa Pasir, Kecamatan Amatan Ayah"
6102,189494,KALIMANTAN,GUBERNUR,63,KALIMANTAN SELATAN,01,KAB. TANAH LAUT,IUP,PT,SUMBER JAYA SILIKA,2363016112023002,12012300651970003,1701043200000.0,1921968000000.0,EKSPLORASI,3528.0,PASIR KUARSA,6,11,CNC,None,None,"KABUPATEN TANAH LAUT, KECAMATAN PANYIPATAN","[[[12761404.390816016, -456009.5508445415], [12761404.390816016, -455582.3870784894], [12761556.836736089, -455582.3870784894], [12761556.836736089, -455462.227255354], [12762557.691687455, -455462.227255354], [12762557.691687455, -456104.9724219751], [12763755.705813482, -456104.9724219751], [12763755.705813482, -457162.83190175146], [12768030.776234629, -457162.83190175146], [12768030.776234629, -458892.2388964601], [12764604.362308007, -458892.2388964601], [12764604.362308007, -461253.5180512045], [12766935.299716089, -461253.5180512045], [12766935.299716089, -462138.19239882176], [12767526.80818687, -462138.19239882176], [12767526.80818687, -461732.8563298763], [12768030.776234629, -461732.8563298763], [12768030.776234629, -462267.9102186686], [12768317.485817047, -462267.9102186686], [12768317.485817047, -463117.4055919012], [12768030.776234629, -463117.4055919012], [12768030.776234629, -463540.79215561936], [12767686.76817257, -463540.79215561936], [12767686.76817257, -463938.7265979641], [12767331.504374169, -463938.7265979641], [12767331.504374169, -464648.37825023034], [12763970.305078804, -464648.37825023034], [12763970.305078804, -464128.6258282644], [12762547.11633583, -464128.6258282644], [12762547.11633583, -462141.97481221467], [12762281.804919878, -462141.97481221467], [12762281.804919878, -458959.3585866495], [12762058.1145257, -458959.3585866495], [12762058.1145257, -457443.70627949], [12761947.970123457, -457443.70627949], [12761947.970123457, -456937.8538896777], [12761769.85893818, -456937.8538896777], [12761769.85893818, -456672.48180448374], [12761556.836736089, -456672.48180448374], [12761556.836736089, -456009.5508445415], [12761404.390816016, -456009.5508445415]]]",Non-Metallic Mineral,Kalimantan Selatan,Kabupaten Tanah Laut,Eksplorasi,"Kabupaten Upaten Tanah Laut, Kecamatan Amatan Panyipatan"
6103,189495,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,14,KAB. PASURUAN,IUP,PT,CENDANA WAHYU ABADI,2235145122023164,02012300157050002,1717372800000.0,1811980800000.0,EKSPLORASI,32.89,ANDESIT,5,12,CNC,None,None,"DS. CENDONO, KEC. PURWOSARI, KAB. PASURUAN, PROV. JAWA TIMUR","[[[12543744.668270338, -866453.1130294626], [12543744.668270338, -866234.9394214038], [12544212.4884304, -866234.9394214038], [12544212.4884304, -866209.255502446], [12544323.220376916, -866209.255502446], [12544323.220376916, -866176.0193674425], [12544407.328374777, -866176.0193674425], [12544407.328374777, -866209.255502446], [12544500.434772367, -866209.255502446], [12544500.434772367, -866305.5001373469], [12544567.164684528, -866305.5001373469], [12544567.164684528, -866340.7649184699], [12544723.04280714, -866340.7649184699], [12544723.04280714, -866378.3078076013], [12544761.819170635, -866378.3078076013], [12544761.819170635, -866410.5455345997], [12544837.330854796, -866410.5455345997], [12544837.330854796, -866679.4952847937], [12544774.37356017, -866679.4952847937], [12544774.37356017, -866766.097513689], [12544328.167860363, -866766.097513689], [12544328.167860363, -866487.6601273081], [12544306.707911573, -866487.6601273081], [12544306.707911573, -866446.0912646962], [12544314.685845513, -866446.0912646962], [12544314.685845513, -866452.1143659251], [12544335.867495582, -866452.1143659251], [12544335.867495582, -866441.4724045809], [12544403.648709022, -866441.4724045809], [12544403.648709022, -866433.70172845], [12544481.665081711, -866433.70172845], [12544481.665081711, -866455.1414770626], [12544533.335915783, -866455.1414770626], [12544533.335915783, -866482.8853236611], [12544529.130488064, -866482.8853236611], [12544529.130488064, -866506.4160100917], [12544580.924998097, -866506.4160100917], [12544580.924998097, -866462.9122690657], [12544611.692480847, -866462.9122690657], [12544611.692480847, -866524.6413911033], [12544676.53608423, -866524.6413911033], [12544676.53608423, -866550.887223903], [12544703.283597516, -866550.887223903], [12544703.283597516, -866636.6467142042], [12544680.184803179, -866636.6467142042], [12544680.184803179, -866710.5783834342], [12544694.841906574, -866710.5783834342], [12544694.841906574, -866755.3307742454], [12544711.323425109, -866755.3307742454], [12544711.323425109, -866744.5951579107], [12544742.461935708, -866744.5951579107], [12544742.461935708, -866736.449860614], [12544759.685509969, -866736.449860614], [12544759.685509969, -866726.8377375124], [12544742.832963571, -866726.8377375124], [12544742.832963571, -866718.723676268], [12544728.918027218, -866718.723676268], [12544728.918027218, -866681.7422605018], [12544736.957743479, -866681.7422605018], [12544736.957743479, -866671.7868107178], [12544762.963312374, -866671.7868107178], [12544762.963312374, -866587.4941917895], [12544771.033975454, -866587.4941917895], [12544771.033975454, -866573.8250810038], [12544793.730683792, -866573.8250810038], [12544793.730683792, -866518.7430997025], [12544821.220475443, -866518.7430997025], [12544821.220475443, -866461.445450104], [12544782.969873896, -866461.445450104], [12544782.969873896, -866455.7032183106], [12544704.767931616, -866455.7032183106], [12544704.767931616, -866448.9310909399], [12544664.90932001, -866448.9310909399], [12544664.90932001, -866429.6758432769], [12544647.623852123, -866429.6758432769], [12544647.623852123, -866409.3283548262], [12544610.022688478, -866409.3283548262], [12544610.022688478, -866390.4476918605], [12544589.366689054, -866390.4476918605], [12544589.366689054, -866405.6770404063], [12544520.87425539, -866405.6770404063], [12544520.87425539, -866387.5765240135], [12544453.464181146, -866387.5765240135], [12544453.464181146, -866374.5629096451], [12544382.436112132, -866374.5629096451], [12544382.436112132, -866395.4096581024], [12544370.2838086, -866395.4096581024], [12544370.2838086, -866401.9009075012], [12544356.152355837, -866401.9009075012], [12544356.152355837, -866408.6730281295], [12544343.783535892, -866408.6730281295], [12544343.783535892, -866417.5048285008], [12544330.765389366, -866417.5048285008], [12544330.765389366, -866426.0869928687], [12544303.863141976, -866426.0869928687], [12544303.863141976, -866420.6879890215], [12544153.365313007, -866420.6879890215], [12544153.365313007, -866596.7317163403], [12543948.042746121, -866596.7317163403], [12543948.042746121, -866453.1130294626], [12543744.668270338, -866453.1130294626]]]",Non-Metallic Mineral,Jawa Timur,Kabupaten Pasuruan,Eksplorasi,"Desa . Cendono, Kecamatan Purwosari, Kabupaten Pasuruan, Provinsi Jawa Timur"
6108,189500,KALIMANTAN,GUBERNUR,62,KALIMANTAN TENGAH,07,KAB. SERUYAN,IUP,PT,PRIMA TAMBANG SENTOSA,2362076112023124,04042300359420010,1708473600000.0,1929398400000.0,EKSPLORASI,2785.0,PASIR KUARSA,6,11,CNC,None,None,"DESA SUNGAI BAKAU, DESA/KELURAHAN SUNGAI BAKAU, KEC. SERUYAN HILIR TIMUR, KAB. SERUYAN, PROVINSI KALIMANTAN TENGAH","[[[12543428.922891168, -365690.6519452009], [12546748.903028123, -365690.6519452009], [12546748.903028123, -361899.72373683273], [12550999.946918286, -361899.72373683273], [12550999.946918286, -366919.911930934], [12551877.88667278, -366919.911930934], [12551877.88667278, -369353.1052401015], [12553494.8641702, -369353.1052401015], [12553494.8641702, -369514.3246970856], [12553364.156497646, -369514.3246970856], [12553364.156497646, -369643.79603421193], [12553044.360313527, -369643.79603421193], [12553044.360313527, -369831.6846316646], [12552756.352077918, -369831.6846316646], [12552756.352077918, -370011.8920646053], [12552478.950029423, -370011.8920646053], [12552478.950029423, -370192.96687137964], [12552033.11546881, -370192.96687137964], [12552033.11546881, -370370.20133270917], [12551828.071200656, -370370.20133270917], [12551828.071200656, -370583.79976609186], [12551670.430445226, -370583.79976609186], [12551670.430445226, -367037.0838069686], [12543428.922891168, -367037.0838069686], [12543428.922891168, -365690.6519452009]]]",Non-Metallic Mineral,Kalimantan Tengah,Kabupaten Seruyan,Eksplorasi,"Desa Sungai Bakau, Desa/kelurahan Urahan Urahan Sungai Bakau, Kecamatan Seruyan Hilir Timur, Kabupaten Seruyan, Provinsi Insi Kalimantan Tengah"
6111,189503,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,25,KAB. GRESIK,IUP,PT,MANGGALA BUMI PUTRA,2235256102022003,12770007300830026,1674691200000.0,1895616000000.0,EKSPLORASI,98.55,CLAY,6,10,CNC,None,None,"DESA PRUPUH, DALEGAN DAN SUROWITI, KEC. PANCENG, KAB. GRESIK, PROVINSI JAWA TIMUR","[[[12520207.429648457, -771529.31780385], [12520207.429648457, -771560.3106721702], [12520302.144056093, -771560.3106721702], [12520302.144056093, -771648.4612935738], [12520390.643051265, -771648.4612935738], [12520390.643051265, -771761.1572645688], [12520452.827343347, -771761.1572645688], [12520452.827343347, -771815.1380467888], [12520518.320273323, -771815.1380467888], [12520518.320273323, -771869.1188840283], [12520573.207016172, -771869.1188840283], [12520573.207016172, -771949.887781842], [12520307.308055948, -771949.887781842], [12520307.308055948, -771905.59415407], [12520208.759359784, -771905.59415407], [12520208.759359784, -771996.1126512849], [12520181.08410985, -771996.1126512849], [12520181.08410985, -772166.0922389445], [12520197.163542384, -772166.0922389445], [12520197.163542384, -772228.9509359485], [12520285.569808427, -772228.9509359485], [12520285.569808427, -772208.4548721847], [12520308.854172356, -772208.4548721847], [12520308.854172356, -772190.7933982708], [12520435.696498228, -772190.7933982708], [12520435.696498228, -772249.4468955125], [12520408.82519766, -772249.4468955125], [12520408.82519766, -772326.8522750572], [12520207.893516779, -772326.8522750572], [12520207.893516779, -772459.3294005746], [12520721.694860425, -772459.3294005746], [12520721.694860425, -772977.9028338273], [12519824.768898865, -772977.9028338273], [12519824.768898865, -772800.6315808994], [12519673.961935649, -772800.6315808994], [12519673.961935649, -772673.6358833412], [12519520.495661132, -772673.6358833412], [12519520.495661132, -772454.0340725034], [12519332.644020418, -772454.0340725034], [12519332.644020418, -772096.8481367034], [12520156.037224421, -772096.8481367034], [12520156.037224421, -771578.5326109605], [12520009.31190167, -771578.5326109605], [12520009.31190167, -771529.31780385], [12520207.429648457, -771529.31780385]]]",Clay,Jawa Timur,Kabupaten Gresik,Eksplorasi,"Desa Prupuh, Dalegan dan Surowiti, Kecamatan Panceng, Kabupaten Gresik, Provinsi Insi Jawa Timur"
6112,189504,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,25,KAB. GRESIK,IUP,CV,BERKAT ABADI GEMILANG,2235256152022004,28062200580450022,1706832000000.0,2243376000000.0,OPERASI PRODUKSI,37.12,DOLOMIT,6,14,CNC,None,None,"DESA BANYUTENGAH, KETANEN DAN PANTENAN, KECAMATAN PANCENG, KABUPATEN GRESIK, PROVINSI JAWA TIMUR","[[[12516673.43790177, -769724.661509115], [12516673.43790177, -769850.0305154216], [12516885.62520769, -769850.0305154216], [12516885.62520769, -770279.6822232378], [12516561.190674348, -770279.6822232378], [12516561.190674348, -770250.2475077646], [12516352.77587466, -770250.2475077646], [12516352.77587466, -770346.3075657729], [12516264.709800975, -770346.3075657729], [12516264.709800975, -770441.4956301309], [12516224.294591919, -770441.4956301309], [12516224.294591919, -770470.6501199803], [12516119.4996478, -770470.6501199803], [12516119.4996478, -770426.7938119089], [12516061.211537912, -770426.7938119089], [12516061.211537912, -770470.6501199803], [12516016.776582055, -770470.6501199803], [12516016.776582055, -770583.187834525], [12515942.996472573, -770583.187834525], [12515942.996472573, -770493.4192270279], [12515757.835090004, -770493.4192270279], [12515757.835090004, -770623.6180477348], [12515858.950257035, -770623.6180477348], [12515858.950257035, -770727.5279949391], [12515595.401362581, -770727.5279949391], [12515595.401362581, -770288.964309964], [12515642.27922466, -770288.964309964], [12515642.27922466, -770344.6879251053], [12515685.910231166, -770344.6879251053], [12515685.910231166, -770409.3820902379], [12515769.801935254, -770409.3820902379], [12515769.801935254, -770475.4157592678], [12515889.161142318, -770475.4157592678], [12515889.161142318, -770200.7847758601], [12515924.28856424, -770200.7847758601], [12515924.28856424, -770133.5678955903], [12516051.40930015, -770133.5678955903], [12516051.40930015, -770236.0129973515], [12516496.099719055, -770236.0129973515], [12516496.099719055, -769860.7452298406], [12516511.28247308, -769860.7452298406], [12516511.28247308, -769731.7631090609], [12516521.857824706, -769731.7631090609], [12516521.857824706, -769724.661509115], [12516673.43790177, -769724.661509115]]]",Limestone,Jawa Timur,Kabupaten Gresik,Operasi Produksi,"Desa Banyutengah, Ketanen dan Pantenan, Kecamatan Amatan Panceng, Kabupaten Upaten Gresik, Provinsi Insi Jawa Timur"
6128,189521,SUMATERA,GUBERNUR,21,KEPULAUAN RIAU,03,KAB. NATUNA,IUP,PT,NATUNA STAR ENERGY,2121036112023036,12052300493390003,1712188800000.0,1933027200000.0,EKSPLORASI,2245.0,PASIR KUARSA,6,11,CNC,None,None,"DESA PENGADAH, KELANGA DAN TELUK BUTON, KECAMATAN BUNGURAN TIMUR LAUT DAN KECAMATAN TELUK BUTON","[[[12044539.121812845, 463325.96725101804], [12045626.744184716, 463325.96725101804], [12045626.744184716, 462168.42057079007], [12046067.971342942, 462168.42057079007], [12046067.971342942, 460834.0488266899], [12046515.290237654, 460834.0488266899], [12046515.290237654, 458979.3860542524], [12046829.767799148, 458979.3860542524], [12046829.767799148, 454161.1266232186], [12048276.488257961, 454161.1266232186], [12048276.488257961, 452925.0829141765], [12044539.121812845, 452925.0829141765], [12044539.121812845, 463325.96725101804]]]",Non-Metallic Mineral,Kepulauan Riau,Kabupaten Natuna,Eksplorasi,"Desa Pengadah, Kelurahan Anga dan Teluk Buton, Kecamatan Amatan Bunguran Timur Laut dan Kecamatan Amatan Teluk Buton"
6131,189525,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,24,KAB. LAMONGAN,IUP,PT,UNTUNGKUMORO,2235246092022003,03122200246760004,1677456000000.0,1898380800000.0,EKSPLORASI,99.58,BATU GAMPING,5,44,CNC,None,None,,"[[[12515396.943423424, -768034.7479986973], [12515396.943423424, -768113.8603189605], [12515538.31917673, -768113.8603189605], [12515538.31917673, -768188.830192569], [12515686.281370347, -768188.830192569], [12515686.281370347, -768416.0141857426], [12515617.943559468, -768416.0141857426], [12515617.943559468, -768498.4285849852], [12515579.75474023, -768498.4285849852], [12515579.75474023, -768748.538006675], [12515526.135926375, -768748.538006675], [12515526.135926375, -768636.3468448799], [12515471.125507575, -768636.3468448799], [12515471.125507575, -768519.9509862124], [12515422.917934166, -768519.9509862124], [12515422.917934166, -768135.943203408], [12515297.436155112, -768135.943203408], [12515297.436155112, -768190.2940219154], [12515236.58157436, -768190.2940219154], [12515236.58157436, -768253.2725845425], [12515184.16857323, -768253.2725845425], [12515184.16857323, -768318.8986792224], [12515140.784918638, -768318.8986792224], [12515140.784918638, -768407.2618961775], [12515027.084415253, -768407.2618961775], [12515027.084415253, -768587.9757308103], [12514979.433550632, -768587.9757308103], [12514979.433550632, -768668.1478188772], [12514766.72048276, -768668.1478188772], [12514766.72048276, -768730.8466247327], [12514666.996809356, -768730.8466247327], [12514666.996809356, -768925.702198514], [12514724.41907625, -768925.702198514], [12514724.41907625, -769046.3660400655], [12514827.606121652, -769046.3660400655], [12514827.606121652, -769211.103516071], [12515390.697175471, -769211.103516071], [12515390.697175471, -769131.7093510645], [12515509.37610912, -769131.7093510645], [12515509.37610912, -769053.3430853947], [12515609.903843194, -769053.3430853947], [12515609.903843194, -768723.2155732888], [12515900.571390128, -768723.2155732888], [12515900.571390128, -769338.0597480392], [12515690.208499348, -769338.0597480392], [12515690.208499348, -769438.5722035548], [12514698.53729465, -769438.5722035548], [12514698.53729465, -769203.5347399741], [12514464.147984205, -769203.5347399741], [12514464.147984205, -768475.5979895515], [12514542.195303716, -768475.5979895515], [12514542.195303716, -768345.6536942348], [12514739.4162607, -768345.6536942348], [12514739.4162607, -768034.7479986973], [12515396.943423424, -768034.7479986973]]]",Limestone,Jawa Timur,Kabupaten Lamongan,Eksplorasi,
6133,189527,SUMATERA,GUBERNUR,18,LAMPUNG,11,KAB. MESUJI,IUP,PT,RAJA PASIR MESUJI LAMPUNG,2118116112023001,91203089114190014,1742860800000.0,2058393600000.0,OPERASI PRODUKSI,99.37,PASIR KUARSA,6,11,CNC,None,None,"DESA TALANG BATU, MESUJI TIMUR","[[[11738581.552172486, -449976.15564711054], [11738706.16821986, -449976.15564711054], [11738706.16821986, -449669.5753115579], [11739205.869057562, -449669.5753115579], [11739205.869057562, -450073.8027592129], [11739471.489719061, -450073.8027592129], [11739471.489719061, -451046.55966993567], [11738876.239577543, -451046.55966993567], [11738876.239577543, -450942.09165235073], [11738680.812088886, -450942.09165235073], [11738680.812088886, -450501.9013291834], [11738581.552172486, -450501.9013291834], [11738581.552172486, -449976.15564711054]]]",Non-Metallic Mineral,Lampung,Kabupaten Mesuji,Operasi Produksi,"Desa Talang Batu, Mesuji Timur"
6137,189531,SULAWESI,GUBERNUR,72,SULAWESI TENGAH,12,KAB. MOROWALI UTARA,IUP,PT,HEMDEV MINERAL PERKASA,2472125442023117,11082300692330011,1722556800000.0,1785628800000.0,EKSPLORASI,98.7,BATU GAMPING,5,44,CNC,None,None,"DESA KALOMBANG, KECAMATAN BUNGKU UTARA, KABUPATEN MOROWALI UTARA","[[[13557405.974603895, -194954.61277171623], [13557405.974603895, -194215.509613023], [13556270.082876306, -194215.509613023], [13556270.082876306, -194271.7520277329], [13556103.041857798, -194271.7520277329], [13556103.041857798, -193882.60305062117], [13556222.308224402, -193882.60305062117], [13556222.308224402, -193371.0707712669], [13556812.610771151, -193371.0707712669], [13556812.610771151, -193947.4456642025], [13557692.776915468, -193947.4456642025], [13557692.776915468, -194954.61277171623], [13557405.974603895, -194954.61277171623]]]",Limestone,Sulawesi Tengah,Kabupaten Morowali Utara,Eksplorasi,"Desa Kalombang, Kecamatan Amatan Bungku Utara, Kabupaten Upaten Morowali Utara"
6138,189532,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,07,KAB. MALANG,IUP,PT,GUNUNG BALE,2235074312023029,12370014011590005,1689120000000.0,1783814400000.0,EKSPLORASI,24.87,PIROFILIT,4,31,CNC,None,None,DESA ARGOTIRTO KECAMATAN SUMBERMANJING WETAN KABUPATEN MALANG,"[[[12543392.434811112, -929826.019090675], [12543698.841709524, -929826.019090675], [12543698.841709524, -929875.2398419535], [12543807.34726623, -929875.2398419535], [12543807.34726623, -929939.7737866668], [12543860.25497117, -929939.7737866668], [12543860.25497117, -929987.5258007309], [12543990.869803261, -929987.5258007309], [12543990.869803261, -930069.4670382165], [12544025.069599856, -930069.4670382165], [12544025.069599856, -930166.6590924825], [12544115.980554456, -930166.6590924825], [12544115.980554456, -930270.4141526074], [12544022.595858134, -930270.4141526074], [12544022.595858134, -930398.514505608], [12544070.123158138, -930398.514505608], [12544070.123158138, -930549.4914809476], [12543930.138898458, -930549.4914809476], [12543930.138898458, -930474.1122845616], [12543914.987091253, -930474.1122845616], [12543914.987091253, -930421.0469827947], [12543653.077042338, -930421.0469827947], [12543653.077042338, -930299.8531774568], [12543551.034138676, -930299.8531774568], [12543551.034138676, -930293.227828508], [12543527.224124102, -930293.227828508], [12543527.224124102, -930275.1019256315], [12543662.662875019, -930275.1019256315], [12543662.662875019, -930263.5388205822], [12543668.847229319, -930263.5388205822], [12543668.847229319, -930247.2879480082], [12543675.03169495, -930247.2879480082], [12543675.03169495, -930234.4748010194], [12543681.216160582, -930234.4748010194], [12543681.216160582, -930219.1615601294], [12543684.30828208, -930219.1615601294], [12543684.30828208, -930206.6609615579], [12543690.49274771, -930206.6609615579], [12543690.49274771, -930191.0351902068], [12543698.532463972, -930191.0351902068], [12543698.532463972, -930171.9718219251], [12543705.95380047, -930171.9718219251], [12543705.95380047, -930156.6586027662], [12543712.138154782, -930156.6586027662], [12543712.138154782, -930144.158021935], [12543718.322620414, -930144.158021935], [12543718.322620414, -930119.1567584167], [12543699.76933484, -930119.1567584167], [12543699.76933484, -930107.2812672826], [12543687.400514895, -930107.2812672826], [12543687.400514895, -930102.9060516185], [12543671.939462135, -930102.9060516185], [12543671.939462135, -930097.2807910481], [12543653.38628789, -930097.2807910481], [12543653.38628789, -930091.0304523628], [12543631.740769498, -930091.0304523628], [12543631.740769498, -930081.6550585018], [12543613.187483924, -930081.6550585018], [12543613.187483924, -930075.4048345382], [12543582.265489735, -930075.4048345382], [12543582.265489735, -930050.4036100436], [12543588.449844047, -930050.4036100436], [12543588.449844047, -930037.903059367], [12543596.180426087, -930037.903059367], [12543596.180426087, -930028.5276768203], [12543600.818663979, -930028.5276768203], [12543600.818663979, -930016.0271323508], [12543554.435617032, -930016.0271323508], [12543554.435617032, -929994.1511036955], [12543548.2511514, -929994.1511036955], [12543548.2511514, -929981.9631076204], [12543523.513511524, -929981.9631076204], [12543523.513511524, -929991.0260540622], [12543479.91334052, -929991.0260540622], [12543479.91334052, -929994.1511036955], [12543440.023893425, -929994.1511036955], [12543440.023893425, -930000.4014286351], [12543412.194020733, -930000.4014286351], [12543412.194020733, -930003.0265068703], [12543392.434811112, -930003.0265068703], [12543392.434811112, -929826.019090675]]]",Non-Metallic Mineral,Jawa Timur,Kabupaten Malang,Eksplorasi,Desa Argotirto Kecamatan Amatan Sumbermanjing Wetan Kabupaten Upaten Malang
6143,189537,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,05,KAB. BLITAR,IUP,PT,DAMIR TAMBANG PERKASA,2235054262023032,29112300502570001,1712188800000.0,1806796800000.0,EKSPLORASI,28.3,BENTONIT,4,26,CNC,None,None,"DESA BUMIAYU DAN MARGOMULYO, KEC. PANGGUNGREJO, KAB. BLITAR, PROV. JAWA TIMUR","[[[12498263.575025842, -915180.6970560735], [12498182.528313963, -915180.6970560735], [12498182.528313963, -915157.1414375508], [12498104.944751456, -915157.1414375508], [12498104.944751456, -915130.3679173235], [12498016.847842272, -915130.3679173235], [12498016.847842272, -915105.750184812], [12497935.739125447, -915105.750184812], [12497935.739125447, -915085.4122914368], [12497892.943015127, -915085.4122914368], [12497892.943015127, -915051.1723485275], [12497862.546560252, -915051.1723485275], [12497862.546560252, -915013.7145260968], [12497829.274500292, -915013.7145260968], [12497829.274500292, -914965.5412275816], [12497786.509225473, -914965.5412275816], [12497786.509225473, -914920.5545014701], [12497746.588831557, -914920.5545014701], [12497746.588831557, -914869.1946736048], [12497700.947840333, -914869.1946736048], [12497700.947840333, -914824.7703768925], [12497661.491203422, -914824.7703768925], [12497661.491203422, -914793.7171448667], [12497633.908793949, -914793.7171448667], [12497633.908793949, -914755.9472188087], [12497653.54421629, -914755.9472188087], [12497653.54421629, -914692.435044408], [12497678.158291535, -914692.435044408], [12497678.158291535, -914612.771492049], [12497693.000853201, -914612.771492049], [12497693.000853201, -914567.0978414253], [12497706.420974411, -914567.0978414253], [12497706.420974411, -914582.7806475511], [12497727.076973846, -914582.7806475511], [12497727.076973846, -914607.6481043595], [12497759.792547673, -914607.6481043595], [12497759.792547673, -914632.0156634601], [12497791.88963042, -914632.0156634601], [12497791.88963042, -914660.9132578926], [12497829.923826873, -914660.9132578926], [12497829.923826873, -914689.279693216], [12497867.277638618, -914689.279693216], [12497867.277638618, -914720.8639184705], [12497908.83698939, -914720.8639184705], [12497908.83698939, -914754.0414766249], [12497952.529889522, -914754.0414766249], [12497952.529889522, -914786.6879929135], [12497995.511569433, -914786.6879929135], [12497995.511569433, -914812.9301283619], [12498071.672691494, -914812.9301283619], [12498071.672691494, -914781.127203465], [12498118.828852307, -914781.127203465], [12498118.828852307, -914751.5735153133], [12498187.939665731, -914751.5735153133], [12498187.939665731, -914776.2535843829], [12498266.698205465, -914776.2535843829], [12498266.698205465, -914801.9646470872], [12498327.52195073, -914801.9646470872], [12498327.52195073, -914827.6445713256], [12498388.3766428, -914827.6445713256], [12498388.3766428, -914862.1655097958], [12498470.072681261, -914862.1655097958], [12498470.072681261, -914889.4699372761], [12498534.730826369, -914889.4699372761], [12498534.730826369, -914909.5264623278], [12498570.167493831, -914909.5264623278], [12498570.167493831, -914951.5141365952], [12498543.945631176, -914951.5141365952], [12498543.945631176, -915002.5927790239], [12498513.765581394, -915002.5927790239], [12498513.765581394, -915061.4193384602], [12498495.026837546, -915061.4193384602], [12498495.026837546, -915097.9398991226], [12498471.8662609, -915097.9398991226], [12498471.8662609, -915143.0830206109], [12498448.674626099, -915143.0830206109], [12498448.674626099, -915184.9458501844], [12498421.525026811, -915184.9458501844], [12498421.525026811, -915210.3759789028], [12498399.013776746, -915210.3759789028], [12498399.013776746, -915231.4636376838], [12498349.72395524, -915231.4636376838], [12498349.72395524, -915208.0642097684], [12498263.575025842, -915208.0642097684], [12498263.575025842, -915180.6970560735]]]",Non-Metallic Mineral,Jawa Timur,Kabupaten Blitar,Eksplorasi,"Desa Bumiayu dan Margomulyo, Kecamatan Panggungrejo, Kabupaten Blitar, Provinsi Jawa Timur"
6147,189541,JAWA DAN BALI,GUBERNUR,35,JAWA TIMUR,29,KAB. SUMENEP,IUP,PT,PUTRA MANDIRI BAWEAN,2235295442023008,04122200023220003,1707264000000.0,1801958400000.0,EKSPLORASI,99.7,BATU GAMPING,5,44,CNC,None,None,,"[[[12666917.582119232, -781170.5936480268], [12666917.582119232, -781474.9096323238], [12667015.079402814, -781474.9096323238], [12667015.079402814, -781563.6688178584], [12667148.446386678, -781563.6688178584], [12667148.446386678, -781620.8373818285], [12667259.580307879, -781620.8373818285], [12667259.580307879, -781671.6505459662], [12667461.563290024, -781671.6505459662], [12667461.563290024, -781961.4513728841], [12667044.857366595, -781961.4513728841], [12667044.857366595, -782156.2312473565], [12667587.261585489, -782156.2312473565], [12667587.261585489, -782490.2126570477], [12667200.797382848, -782490.2126570477], [12667200.797382848, -782379.8614695902], [12666866.25147751, -782379.8614695902], [12666866.25147751, -782609.3187239764], [12666452.85408067, -782609.3187239764], [12666452.85408067, -781679.9688599873], [12666555.391799474, -781679.9688599873], [12666555.391799474, -781170.5936480268], [12666917.582119232, -781170.5936480268]]]",Limestone,Jawa Timur,Kabupaten Sumenep,Eksplorasi,
