,name,link
3782,KAPUAS PRIMA NIAGA,https://modi.esdm.go.id/portal/detailPerusahaan/18511?jp=7
3783,KAPUAS TUNGGAL PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/4000?jp=1
3784,KAPUR PUTIH LAMPUNG BERJAYA,https://modi.esdm.go.id/portal/detailPerusahaan/19511?jp=1
3785,KAR2CALL ETC,https://modi.esdm.go.id/portal/detailPerusahaan/12699?jp=1
3786,KARA ELMAS MADENLERI,https://modi.esdm.go.id/portal/detailPerusahaan/4001?jp=1
3787,KARANG JAYA SENTOSA REKSA,https://modi.esdm.go.id/portal/detailPerusahaan/19019?jp=1
3788,KARANG PRIMA ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/14336?jp=7
3789,KARBALA CAHAYA ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/18500?jp=7
3790,KARFA MITRA KENCANA,https://modi.esdm.go.id/portal/detailPerusahaan/17814?jp=7
3791,KARFA SINAR JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/14272?jp=7
3792,KARIMUN GRANITE,https://modi.esdm.go.id/portal/detailPerusahaan/4009?jp=1
3793,KARIMUN KARISMA PRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/21675?jp=1
3794,KARISMA,https://modi.esdm.go.id/portal/detailPerusahaan/4013?jp=1
3795,KARISMA MINERAL ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/18865?jp=1
3796,KARIVAN MUDA PRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/11805?jp=1
3797,KARONA MEMBANGUN INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/20279?jp=1
3798,KARO SUMBER SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/19808?jp=7
3799,KARSA CIPTA PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/4019?jp=1
3800,KARSA INTIGIRI TAMA,https://modi.esdm.go.id/portal/detailPerusahaan/21744?jp=7
3801,KARSA PRIMA PERMATA NUSA,https://modi.esdm.go.id/portal/detailPerusahaan/14198?jp=1
3802,KARSA SUMBER RAHARJA,https://modi.esdm.go.id/portal/detailPerusahaan/4021?jp=1
3803,KARTANEGARA SEJAHTERA BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/20825?jp=1
3804,KARTIKA ARTHA SEMESTA,https://modi.esdm.go.id/portal/detailPerusahaan/11145?jp=7
3805,KARTIKA CAHAYA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/19880?jp=7
3806,KARTIKA EKA SAKTI,https://modi.esdm.go.id/portal/detailPerusahaan/15487?jp=7
3807,KARTIKA LENTERA BUMI,https://modi.esdm.go.id/portal/detailPerusahaan/21097?jp=7
3808,KARTIKA SELABUMI MINING,https://modi.esdm.go.id/portal/detailPerusahaan/4031?jp=3
3809,KARTIKA SUKSES LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/16691?jp=1
3810,KARTONO,https://modi.esdm.go.id/portal/detailPerusahaan/4032?jp=1
3811,KARUNIA ALAM BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/20816?jp=1
3812,KARUNIA ALAM INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/4036?jp=1
3813,KARUNIA ALAM SULAWESI,https://modi.esdm.go.id/portal/detailPerusahaan/15518?jp=7
3814,KARUNIA ANUGERAH ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/9367?jp=1
3815,KARUNIA ARTA KAMILIN,https://modi.esdm.go.id/portal/detailPerusahaan/4038?jp=1
3816,KARUNIA DAMAI MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/21931?jp=7
3817,KARUNIA DUA SAHABAT,https://modi.esdm.go.id/portal/detailPerusahaan/16077?jp=7
3818,KARUNIA DUPA PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/18041?jp=7
3819,KARUNIA ENERGI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/13230?jp=7
3820,KARUNIA INTI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/18534?jp=7
3821,KARUNIA MINERAL PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/18374?jp=7
3822,KARUNIA MINERAL PERTIWI,https://modi.esdm.go.id/portal/detailPerusahaan/14431?jp=7
3823,KARUNIA MITRA ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/4042?jp=1
3824,KARUNIA MITRA PERDANA,https://modi.esdm.go.id/portal/detailPerusahaan/9928?jp=7
3825,KARUNIA MITRA SEJATI,https://modi.esdm.go.id/portal/detailPerusahaan/14862?jp=7
3826,KARUNIA MUDAH RAJAKI,https://modi.esdm.go.id/portal/detailPerusahaan/21706?jp=7
3827,KARUNIA PERSADA SENTOSA,https://modi.esdm.go.id/portal/detailPerusahaan/19957?jp=7
3828,KARUNIA PUTRA LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/10276?jp=7
3829,KARUNIA SAGEA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/14614?jp=1
3830,KARUNIA SEJAHTERA MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/4044?jp=1
3831,KARUNIA TAMBANG INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/19333?jp=7
3832,KARUSA SEMPENA TABEANA,https://modi.esdm.go.id/portal/detailPerusahaan/18693?jp=7
3833,KARYA ABADI BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/10360?jp=7
3834,KARYA ABADI TRANSNIAGA,https://modi.esdm.go.id/portal/detailPerusahaan/19905?jp=7
3835,KARYA AGUNG ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/16683?jp=7
3836,KARYA AGUNG PERDANA SEJATI,https://modi.esdm.go.id/portal/detailPerusahaan/20449?jp=1
3837,KARYA ALAM ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/4047?jp=1
3838,KARYA ANUGERAH LESTARINDO,https://modi.esdm.go.id/portal/detailPerusahaan/20041?jp=7
3839,KARYA ANUGRAH MAKMUR INTITAMA,https://modi.esdm.go.id/portal/detailPerusahaan/14470?jp=7
3840,KARYA ARYA NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/15630?jp=1
3841,KARYA BAKTI USAHA,https://modi.esdm.go.id/portal/detailPerusahaan/10090?jp=7
3842,KARYA BERKAH SUNARNO,https://modi.esdm.go.id/portal/detailPerusahaan/17487?jp=7
3843,KARYA BETA SUKSES,https://modi.esdm.go.id/portal/detailPerusahaan/18527?jp=1
3844,KARYA BUANA BUTON,https://modi.esdm.go.id/portal/detailPerusahaan/11719?jp=1
3845,KARYA BUANA SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/10490?jp=7
3846,KARYA BULUNGAN JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/12876?jp=1
3847,KARYA BUMI BARATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/9176?jp=3
3848,KARYA BUMI SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/21667?jp=1
3849,KARYA BUTTU PALUNGAN,https://modi.esdm.go.id/portal/detailPerusahaan/20195?jp=1
3850,KARYA CEMERLANG PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/4061?jp=1
3851,KARYA CIPTA LAHANINDO,https://modi.esdm.go.id/portal/detailPerusahaan/4062?jp=1
3852,KARYA CITRA BUTON,https://modi.esdm.go.id/portal/detailPerusahaan/14445?jp=1
3853,KARYA CITRA MITRA SEJATI,https://modi.esdm.go.id/portal/detailPerusahaan/13807?jp=1
3854,KARYA CITRA QUARINDO,https://modi.esdm.go.id/portal/detailPerusahaan/4065?jp=1
3855,KARYADEKA MANADOKU,https://modi.esdm.go.id/portal/detailPerusahaan/17362?jp=1
3856,KARYA DESA,https://modi.esdm.go.id/portal/detailPerusahaan/4068?jp=1
3857,KARYA DIGI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/18186?jp=7
3858,KARYADI SEJAHTERA BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/18462?jp=7
3859,KARYA EMAS MULTISANI,https://modi.esdm.go.id/portal/detailPerusahaan/4071?jp=1
3860,KARYA EMAS SUWANA MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/19514?jp=7
3861,KARYA ENERGI MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/4072?jp=1
3862,KARYA GEMILANG LIMPAH REJEKI,https://modi.esdm.go.id/portal/detailPerusahaan/4074?jp=1
3863,KARYA INTAN MAKSIMA,https://modi.esdm.go.id/portal/detailPerusahaan/4076?jp=1
3864,KARYA INTI PRESTASI,https://modi.esdm.go.id/portal/detailPerusahaan/20571?jp=1
3865,KARYA INTI SAKTI BARA,https://modi.esdm.go.id/portal/detailPerusahaan/4078?jp=1
3866,KARYA JAYA BAROQAH,https://modi.esdm.go.id/portal/detailPerusahaan/21283?jp=1
3867,KARYAJAYA SUKSES MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/19500?jp=9
3868,KARYA MANDIRI ANUGERAH,https://modi.esdm.go.id/portal/detailPerusahaan/15027?jp=1
3869,KARYA MANDIRI MOROWALI,https://modi.esdm.go.id/portal/detailPerusahaan/14435?jp=7
3870,KARYA MEGAH BUTON,https://modi.esdm.go.id/portal/detailPerusahaan/4090?jp=1
3871,KARYA MELATI BELITONG,https://modi.esdm.go.id/portal/detailPerusahaan/13675?jp=1
3872,KARYA MENARA ABADI TRAD,https://modi.esdm.go.id/portal/detailPerusahaan/21383?jp=7
3873,KARYA MIGAS INDOTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/17714?jp=7
3874,KARYA MINERAL KARUNIA PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/18510?jp=7
3875,KARYA MINERAL OMEGA,https://modi.esdm.go.id/portal/detailPerusahaan/19558?jp=7
3876,KARYA MULYA,https://modi.esdm.go.id/portal/detailPerusahaan/19216?jp=7
3877,KARYA MULYA,https://modi.esdm.go.id/portal/detailPerusahaan/4094?jp=1
3878,KARYA NIAGA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/22111?jp=7
3879,KARYA PALMALINDO ANUGERAH,https://modi.esdm.go.id/portal/detailPerusahaan/19284?jp=7
3880,KARYA PATRIOT INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/20102?jp=7
3881,KARYA PERINTIS SEJATI,https://modi.esdm.go.id/portal/detailPerusahaan/4102?jp=1
3882,KARYA PERMATA PRIMA,https://modi.esdm.go.id/portal/detailPerusahaan/4103?jp=1
3883,KARYA PUTERA BANGKA BELITUNG,https://modi.esdm.go.id/portal/detailPerusahaan/15674?jp=1
3884,KARYA PUTRA BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/4109?jp=1
3885,KARYA PUTRA BORNEO,https://modi.esdm.go.id/portal/detailPerusahaan/4110?jp=1
3886,KARYA RAYA BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/22031?jp=1
3887,KARYA RAYA INDOMANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/19812?jp=7
3888,KARYA REKA ENJINERING,https://modi.esdm.go.id/portal/detailPerusahaan/18323?jp=7
3889,KARYA RES LISBETH MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/13786?jp=1
3890,KARYA SAKTI GLOBALINDO,https://modi.esdm.go.id/portal/detailPerusahaan/22036?jp=7
3891,KARYA SAKTI PURNAMA,https://modi.esdm.go.id/portal/detailPerusahaan/4116?jp=1
3892,KARYA SELARAS PARAHYANGAN,https://modi.esdm.go.id/portal/detailPerusahaan/12528?jp=1
3893,KARYA SEMBADA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/18297?jp=7
3894,KARYA SEMEN TUBAN,https://modi.esdm.go.id/portal/detailPerusahaan/11053?jp=1
3895,KARYA SENJA SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/9494?jp=7
3896,KARYA SILICA ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/19025?jp=7
3897,KARYA SILIKA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/16328?jp=1
3898,KARYA SILVI,https://modi.esdm.go.id/portal/detailPerusahaan/4125?jp=1
3899,KARYA SINERGI RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/21572?jp=7
3900,KARYA SINGASARI ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/20221?jp=7
3901,KARYA SOPAI SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/18747?jp=1
3902,KARYA SUKSES BARA SEMERU,https://modi.esdm.go.id/portal/detailPerusahaan/20026?jp=7
3903,KARYA SUKSES GLOBALINDO,https://modi.esdm.go.id/portal/detailPerusahaan/19746?jp=7
3904,KARYA SUMBER ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/21568?jp=7
3905,KARYA SUMBER ALAM PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/8683?jp=1
3906,KARYA SUMBER ALAM PRATAMA,https://modi.esdm.go.id/portal/detailPerusahaan/8685?jp=1
3907,KARYA SURYA LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/14337?jp=7
3908,KARYATAMA KONAWE UTARA,https://modi.esdm.go.id/portal/detailPerusahaan/4145?jp=1
3909,KARYATAMA SUKSES MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/14750?jp=1
3910,KARYA TAMBANG MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/13103?jp=1
3911,KARYA TULUS BAKTI BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/11952?jp=1
3912,KARYA UNGGUL PERMAI,https://modi.esdm.go.id/portal/detailPerusahaan/20970?jp=7
3913,KARYA URAM FAMILI,https://modi.esdm.go.id/portal/detailPerusahaan/9365?jp=1
3914,KARYA USAHA ANEKA TAMBANG SOLOK SELATAN INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/9575?jp=1
3915,KARYA USAHA PERTIWI,https://modi.esdm.go.id/portal/detailPerusahaan/4134?jp=1
3916,KARYA UTAMA INFRASTRUKTUR,https://modi.esdm.go.id/portal/detailPerusahaan/14868?jp=7
3917,KARYA UTAMA MINERGI,https://modi.esdm.go.id/portal/detailPerusahaan/18024?jp=7
3918,KARYA WIJAYA,https://modi.esdm.go.id/portal/detailPerusahaan/4138?jp=1
3919,KASE JAYA PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/19653?jp=7
3920,KASIH ANUGERAH JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/18245?jp=1
3921,KASIH COAL RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/10356?jp=7
3922,KASIH KARYA AGUNG,https://modi.esdm.go.id/portal/detailPerusahaan/4150?jp=1
3923,KASIH MULIA,https://modi.esdm.go.id/portal/detailPerusahaan/4152?jp=1
3924,KASMAR POLEANG RAYA,https://modi.esdm.go.id/portal/detailPerusahaan/16747?jp=1
3925,KASMAR SAMUDERA INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/15248?jp=7
3926,KASMAR TIAR PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/14432?jp=1
3927,KASMAR TIAR RAYA,https://modi.esdm.go.id/portal/detailPerusahaan/4156?jp=1
3928,KASONGAN BUMI KENCANA,https://modi.esdm.go.id/portal/detailPerusahaan/4158?jp=2
3929,KASTINDO PRIMA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/14818?jp=7
3930,KASTON INDO PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/19199?jp=7
3931,KATINGAN RIA,https://modi.esdm.go.id/portal/detailPerusahaan/4173?jp=1
3932,KATLA CELLINDO BERJAYA,https://modi.esdm.go.id/portal/detailPerusahaan/21224?jp=7
3933,KAWA BERLIAN BERKAH,https://modi.esdm.go.id/portal/detailPerusahaan/20595?jp=9
3934,Kawan Kita Lestari,https://modi.esdm.go.id/portal/detailPerusahaan/15153?jp=1
3935,KAYAN KALTARA COAL,https://modi.esdm.go.id/portal/detailPerusahaan/4190?jp=1
3936,KAYAN PUTRA UTAMA COAL,https://modi.esdm.go.id/portal/detailPerusahaan/4192?jp=1
3937,KCH INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/9948?jp=7
3938,KDM ARGO ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/10189?jp=7
3939,KEBO JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/20164?jp=1
3940,KEDAP SAYAAQ,https://modi.esdm.go.id/portal/detailPerusahaan/4197?jp=1
3941,KEDAUNG ENERGI MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/21234?jp=7
3942,KEINZ VENTURA,https://modi.esdm.go.id/portal/detailPerusahaan/4201?jp=1
3943,KEJORA PRATAMA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/14849?jp=7
3944,KEKAL ADIDAYA,https://modi.esdm.go.id/portal/detailPerusahaan/4202?jp=1
3945,KELINCI KARYA SAMPOERNA,https://modi.esdm.go.id/portal/detailPerusahaan/10130?jp=7
3946,KELOLA SUMBER DAYA NAGARI,https://modi.esdm.go.id/portal/detailPerusahaan/4206?jp=1
3947,KELOMPOK DELAPAN INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/4207?jp=1
3948,KELUARGA SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/4237?jp=1
3949,KEMALO BARA NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/19474?jp=7
3950,KEMBAR EMAS SULTRA,https://modi.esdm.go.id/portal/detailPerusahaan/4245?jp=1
3951,KEMBAR JAYA SENTOSA ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/20349?jp=9
3952,KEMENANGAN GILANG ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/15998?jp=7
3953,KEMILAU BERSAMA SAHABAT,https://modi.esdm.go.id/portal/detailPerusahaan/21515?jp=1
3954,KEMILAU INTAN SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/21552?jp=7
3955,KEMILAU NUSANTARA MINERALINDO,https://modi.esdm.go.id/portal/detailPerusahaan/20203?jp=7
3956,KEMILAU PUTIH INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/15570?jp=1
3957,KEMILAU RINDANG ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/4250?jp=1
3958,KEMILAU SUKSES ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/10241?jp=7
3959,KEMILAU SUMBER ALAM,https://modi.esdm.go.id/portal/detailPerusahaan/14188?jp=7
3960,KEMPAS ANUGERAH MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/19656?jp=1
3961,KEMUNING INDRAGIRI ANDESIT,https://modi.esdm.go.id/portal/detailPerusahaan/21505?jp=1
3962,KEMUNING JAYA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/4252?jp=1
3963,KENAUNGAN ENERGY RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/18406?jp=7
3964,KENCANA BUMI MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/4258?jp=1
3965,KENCANA DIPA WIJAYA,https://modi.esdm.go.id/portal/detailPerusahaan/18382?jp=1
3966,KENCANA ENERGI ANDALAN,https://modi.esdm.go.id/portal/detailPerusahaan/19783?jp=7
3967,KENCANA KAOLIN INDUSTRI,https://modi.esdm.go.id/portal/detailPerusahaan/4261?jp=1
3968,KENCANA MITRA PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/14865?jp=1
3969,KENCANA NUSANTARA SAKTI,https://modi.esdm.go.id/portal/detailPerusahaan/11824?jp=1
3970,KENCANA TAMBANG MINERALINDO,https://modi.esdm.go.id/portal/detailPerusahaan/19975?jp=1
3971,KENCANA TERANG SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/11329?jp=1
3972,KENCANA TUNGGA ARTHA,https://modi.esdm.go.id/portal/detailPerusahaan/19556?jp=9
3973,KENDAWANGAN BERKAH KERSIK,https://modi.esdm.go.id/portal/detailPerusahaan/21615?jp=1
3974,KENDAWANGAN PUTRA LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/4271?jp=1
3975,KENZIE KENCANA GEMILANG,https://modi.esdm.go.id/portal/detailPerusahaan/19686?jp=1
3976,KEPALA SAKTI ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/19963?jp=7
3977,KERINCI MAKMUR SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/20590?jp=9
3978,KERTANEGARA INTAN MINNING,https://modi.esdm.go.id/portal/detailPerusahaan/21531?jp=7
3979,KERTAWIRA SERA LESTARI,https://modi.esdm.go.id/portal/detailPerusahaan/4280?jp=1
3980,KETAPANG KARYA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/4284?jp=1
3981,KETAPANG SILIKA AMERTA,https://modi.esdm.go.id/portal/detailPerusahaan/20633?jp=7
3982,KEVINDO RATU MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/4290?jp=1
3983,KEZIA JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/20234?jp=1
3984,KHADANA SUKSES BORNEO,https://modi.esdm.go.id/portal/detailPerusahaan/14930?jp=7
3985,KHALIF NIAGATAMA MIGASINDO,https://modi.esdm.go.id/portal/detailPerusahaan/19274?jp=7
3986,KHANDAMAH SENTOSA ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/21687?jp=7
3987,KHANZA NIAGA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/21356?jp=7
3988,KHARISMA ANDALAN SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/18338?jp=7
3989,KHARISMA BUMI BORNEO,https://modi.esdm.go.id/portal/detailPerusahaan/18218?jp=7
3990,KHARISMA ENERGY MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/17820?jp=7
3991,KHARISMA JAGAD NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/20254?jp=9
3992,KHARISMA JAMBI SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/21158?jp=7
3993,KHARISMA MINERAL INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/17958?jp=7
3994,KHARISMA OFFSET TETAPJAYA,https://modi.esdm.go.id/portal/detailPerusahaan/18634?jp=7
3995,KHARISMA RAFLESIA UTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/20944?jp=1
3996,KHATULISTIWA ADISEGARA SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/18785?jp=7
3997,KHATULISTIWA INDO SILIKA,https://modi.esdm.go.id/portal/detailPerusahaan/19431?jp=1
3998,KHATULISTIWA ITIQAD TUNGGAL ARSAN,https://modi.esdm.go.id/portal/detailPerusahaan/20199?jp=7
3999,KHATULISTIWA MAKMUR PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/4301?jp=1
4000,KHATULISTIWA MINERAL AND MINING,https://modi.esdm.go.id/portal/detailPerusahaan/11901?jp=1
4001,KHATULISTIWA SUMBER MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/18349?jp=7
4002,KHAZANA BUMI KALIMAN,https://modi.esdm.go.id/portal/detailPerusahaan/4304?jp=1
4003,KHO INDUSTRI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/21510?jp=7
4004,KHOTAI MAKMUR INSAN ABADI,https://modi.esdm.go.id/portal/detailPerusahaan/4308?jp=1
4005,KIAN SUKSES MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/10596?jp=1
4006,KIAT BARA SUKSESTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/17179?jp=7
4007,KIAT SUKSES ANDALAN PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/15334?jp=1
4008,KIBAR SARIMUKTI,https://modi.esdm.go.id/portal/detailPerusahaan/11745?jp=1
4009,KIDECO JAYA AGUNG,https://modi.esdm.go.id/portal/detailPerusahaan/4313?jp=8
4010,KIDETA BUMI SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/14713?jp=7
4011,KILAT PANDANG BARITO,https://modi.esdm.go.id/portal/detailPerusahaan/18170?jp=1
4012,KIMBERWAN INTERBUANA,https://modi.esdm.go.id/portal/detailPerusahaan/17224?jp=1
4013,KINANGARAI CONSULTANT,https://modi.esdm.go.id/portal/detailPerusahaan/21743?jp=7
4014,KINANTAN COALINDO INVESTAMA,https://modi.esdm.go.id/portal/detailPerusahaan/16933?jp=7
4015,KINDAI MANDIRI SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/4327?jp=1
4016,KINDAI UDIRA NITYA,https://modi.esdm.go.id/portal/detailPerusahaan/19338?jp=7
4017,KINERJA MINERAL INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/17870?jp=7
4018,KING COAL ENERGY,https://modi.esdm.go.id/portal/detailPerusahaan/21382?jp=7
4019,KINTAN PUTRI MANDIRI,https://modi.esdm.go.id/portal/detailPerusahaan/4332?jp=1
4020,KINTOKI RESOURCES TRADING,https://modi.esdm.go.id/portal/detailPerusahaan/17549?jp=7
4021,KIRANA ALAM BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/21474?jp=7
4022,KIRANA BHUMI MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/14761?jp=1
4023,KIRANA MULTI PERKASA,https://modi.esdm.go.id/portal/detailPerusahaan/18872?jp=7
4024,KIRIN ASIA MINERAL,https://modi.esdm.go.id/portal/detailPerusahaan/16212?jp=7
4025,KISARA GLOBAL ENERGI,https://modi.esdm.go.id/portal/detailPerusahaan/19386?jp=7
4026,KISWAH PERDANA,https://modi.esdm.go.id/portal/detailPerusahaan/4336?jp=1
4027,KITA SEMUA CUAN,https://modi.esdm.go.id/portal/detailPerusahaan/21600?jp=7
4028,KLARA SEPADAN JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/20939?jp=7
4029,KNARR INTI SEJAHTERA,https://modi.esdm.go.id/portal/detailPerusahaan/18340?jp=7
4030,KOALINDO PANCA PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/18647?jp=7
4031,KOBE JAYA PERSADA,https://modi.esdm.go.id/portal/detailPerusahaan/20909?jp=1
4032,KOBEXINDO LIMESTONE,https://modi.esdm.go.id/portal/detailPerusahaan/4345?jp=1
4033,KODAP SIRKAH JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/17681?jp=1
4034,KOETAINDO,https://modi.esdm.go.id/portal/detailPerusahaan/4347?jp=1
4035,KOH ENERGI INDONESIA,https://modi.esdm.go.id/portal/detailPerusahaan/14794?jp=7
4036,KOIN TUNGGAL JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/11343?jp=1
4037,KOLABORASI MAJU MAPAN,https://modi.esdm.go.id/portal/detailPerusahaan/17883?jp=7
4038,KOLAKA JAYA MAJU BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/21994?jp=7
4039,KOLAKA MINERAL RESOURCES,https://modi.esdm.go.id/portal/detailPerusahaan/4350?jp=1
4040,KOLSTRA TOBA NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/19858?jp=7
4041,KOMANDO BARA JAYA,https://modi.esdm.go.id/portal/detailPerusahaan/16991?jp=7
4042,KOMUNITAS BANGUN BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/4357?jp=1
4043,KONAWEHA MAKMUR,https://modi.esdm.go.id/portal/detailPerusahaan/13300?jp=1
4044,KONAWE MAJU BERSAMA,https://modi.esdm.go.id/portal/detailPerusahaan/16394?jp=7
4045,KONAWE NIKEL NUSANTARA,https://modi.esdm.go.id/portal/detailPerusahaan/4359?jp=1
4046,KONAWE UTARA INDO MINERAL MINING,https://modi.esdm.go.id/portal/detailPerusahaan/4360?jp=1
4047,KONG LUNG MINING,https://modi.esdm.go.id/portal/detailPerusahaan/19751?jp=1
